label,position,val-2,val-3,val-4,val-5,val-6,val-7,val-8,val-9
HiC_scaffold_8,8,1,0,0,0,0,0,0,0
HiC_scaffold_8,9,1,0,0,0,0,0,0,0
HiC_scaffold_8,10,1,0,0,0,0,0,0,0
HiC_scaffold_8,11,1,0,0,0,0,0,0,0
HiC_scaffold_8,12,1,0,0,0,0,0,0,0
HiC_scaffold_8,13,1,0,0,0,0,0,0,0
HiC_scaffold_8,14,1,0,0,0,0,0,0,0
HiC_scaffold_8,15,1,0,0,0,0,0,0,0
HiC_scaffold_8,16,1,0,0,0,0,0,0,0
HiC_scaffold_8,17,1,0,0,0,0,0,0,0
HiC_scaffold_8,18,1,0,0,0,0,0,0,0
HiC_scaffold_8,19,1,0,0,0,0,0,0,0
HiC_scaffold_8,20,1,0,0,0,0,0,0,0
HiC_scaffold_8,21,1,0,0,0,0,0,0,0
HiC_scaffold_8,22,1,0,0,0,0,0,0,0
HiC_scaffold_8,23,1,0,0,0,0,0,0,0
HiC_scaffold_8,24,1,0,0,0,0,0,0,0
HiC_scaffold_8,25,1,0,0,0,0,0,0,0
HiC_scaffold_8,26,1,0,0,0,0,0,0,0
HiC_scaffold_8,27,1,0,0,0,0,0,0,0
HiC_scaffold_8,28,1,0,0,0,0,0,0,0
HiC_scaffold_8,29,1,0,0,0,0,0,0,0
HiC_scaffold_8,30,1,0,0,0,0,0,0,0
HiC_scaffold_8,31,1,0,0,0,0,0,0,0
HiC_scaffold_8,32,1,0,0,0,0,0,0,0
HiC_scaffold_8,33,1,0,0,0,0,0,0,0
HiC_scaffold_8,34,1,0,0,0,0,0,0,0
HiC_scaffold_8,35,1,0,0,0,0,0,0,0
HiC_scaffold_8,36,1,0,0,0,0,0,0,0
HiC_scaffold_8,37,1,0,0,0,0,0,0,0
HiC_scaffold_8,38,1,0,0,0,0,0,0,0
HiC_scaffold_8,39,1,0,0,0,0,0,0,0
HiC_scaffold_8,40,1,0,0,0,0,0,0,0
HiC_scaffold_8,41,1,0,0,0,0,0,0,0
HiC_scaffold_8,42,1,0,0,0,0,0,0,0
HiC_scaffold_8,43,1,0,0,0,0,0,0,0
HiC_scaffold_8,44,1,0,0,0,0,0,0,0
HiC_scaffold_8,45,1,0,0,0,0,0,0,0
HiC_scaffold_8,46,1,0,0,0,0,0,0,0
HiC_scaffold_8,47,1,0,0,0,0,0,0,0
HiC_scaffold_8,48,1,0,0,0,0,0,0,0
HiC_scaffold_8,49,1,0,0,0,0,0,0,0
HiC_scaffold_8,50,1,0,0,0,0,0,0,0
HiC_scaffold_8,51,1,0,0,0,0,0,0,0
HiC_scaffold_8,52,1,0,0,0,0,0,0,0
HiC_scaffold_8,53,1,0,0,0,0,0,0,0
HiC_scaffold_8,54,1,0,0,0,0,0,0,0
HiC_scaffold_8,55,1,0,0,0,0,0,0,0
HiC_scaffold_8,56,1,0,0,0,0,0,0,0
HiC_scaffold_8,57,1,0,0,0,0,0,0,0
HiC_scaffold_8,58,1,0,0,0,0,0,0,0
HiC_scaffold_8,59,1,0,0,0,0,0,0,0
HiC_scaffold_8,60,1,0,0,0,0,0,0,0
HiC_scaffold_8,61,1,0,0,0,0,0,0,0
HiC_scaffold_8,62,1,0,0,0,0,0,0,0
HiC_scaffold_8,63,1,2,0,0,0,0,0,0
HiC_scaffold_8,64,1,2,0,0,0,0,0,0
HiC_scaffold_8,65,1,2,0,0,0,0,0,0
HiC_scaffold_8,66,1,2,0,0,0,0,0,0
HiC_scaffold_8,67,1,2,0,0,0,0,0,0
HiC_scaffold_8,68,1,2,0,0,0,0,0,0
HiC_scaffold_8,69,1,2,0,0,0,0,0,0
HiC_scaffold_8,70,1,2,0,0,0,0,0,0
HiC_scaffold_8,71,1,2,0,0,0,0,0,0
HiC_scaffold_8,72,1,2,0,0,0,0,0,0
HiC_scaffold_8,73,1,2,0,0,0,0,0,0
HiC_scaffold_8,74,1,2,0,0,0,0,0,0
HiC_scaffold_8,75,1,2,0,0,0,0,0,0
HiC_scaffold_8,76,1,2,0,0,0,0,0,0
HiC_scaffold_8,77,1,2,0,0,0,0,0,0
HiC_scaffold_8,78,1,2,0,0,0,0,0,0
HiC_scaffold_8,79,1,2,0,0,0,0,0,0
HiC_scaffold_8,80,1,2,0,0,0,0,0,0
HiC_scaffold_8,81,2,2,0,0,0,0,0,0
HiC_scaffold_8,82,2,2,0,0,0,0,0,0
HiC_scaffold_8,83,2,2,0,0,0,0,0,0
HiC_scaffold_8,84,2,2,0,0,0,0,0,0
HiC_scaffold_8,85,2,2,0,0,0,0,0,0
HiC_scaffold_8,86,2,2,0,0,0,0,0,0
HiC_scaffold_8,87,2,2,0,0,1,0,0,0
HiC_scaffold_8,88,2,2,0,0,1,0,0,0
HiC_scaffold_8,89,2,2,0,0,1,0,0,0
HiC_scaffold_8,90,2,3,0,0,1,0,0,0
HiC_scaffold_8,91,2,3,0,0,1,0,0,0
HiC_scaffold_8,92,2,3,0,0,2,0,0,0
HiC_scaffold_8,93,2,3,0,0,2,0,0,0
HiC_scaffold_8,94,2,3,0,0,2,0,0,0
HiC_scaffold_8,95,2,3,0,0,2,0,1,0
HiC_scaffold_8,96,2,3,0,0,2,0,1,0
HiC_scaffold_8,97,2,3,0,1,2,0,2,0
HiC_scaffold_8,98,2,3,0,1,2,0,2,0
HiC_scaffold_8,99,2,3,0,1,2,0,2,0
HiC_scaffold_8,100,2,3,0,1,2,0,2,0
HiC_scaffold_8,101,2,3,0,1,2,0,2,0
HiC_scaffold_8,102,2,3,0,1,2,0,2,0
HiC_scaffold_8,103,2,3,0,1,2,0,2,0
HiC_scaffold_8,104,2,3,0,1,2,0,2,0
HiC_scaffold_8,105,2,3,0,1,2,0,2,0
HiC_scaffold_8,106,2,3,0,1,2,1,2,0
HiC_scaffold_8,107,4,10,2,2,4,5,2,2
HiC_scaffold_8,108,4,10,2,2,4,5,2,2
HiC_scaffold_8,109,4,11,3,2,4,5,2,2
HiC_scaffold_8,110,4,11,3,2,4,5,2,2
HiC_scaffold_8,111,5,11,3,2,4,5,2,2
HiC_scaffold_8,112,7,11,3,2,4,5,2,2
HiC_scaffold_8,113,8,11,3,2,4,5,2,2
HiC_scaffold_8,114,8,11,3,2,4,5,2,2
HiC_scaffold_8,115,8,11,3,2,4,5,2,2
HiC_scaffold_8,116,8,11,3,2,4,5,2,2
HiC_scaffold_8,117,0,0,0,0,0,0,0,0
HiC_scaffold_8,118,8,11,3,2,4,5,2,2
HiC_scaffold_8,119,8,11,3,2,4,5,2,2
HiC_scaffold_8,120,8,12,3,2,4,5,2,2
HiC_scaffold_8,121,8,12,3,2,4,5,2,2
HiC_scaffold_8,122,8,12,3,2,7,5,2,2
HiC_scaffold_8,123,8,12,3,2,8,5,2,2
HiC_scaffold_8,124,8,13,3,2,8,5,4,2
HiC_scaffold_8,125,8,13,3,2,8,5,4,2
HiC_scaffold_8,126,8,13,3,2,9,5,4,2
HiC_scaffold_8,127,8,13,3,2,9,5,4,2
HiC_scaffold_8,128,8,13,3,2,9,5,4,2
HiC_scaffold_8,129,8,13,3,2,9,5,4,2
HiC_scaffold_8,130,9,13,3,2,9,5,4,2
HiC_scaffold_8,131,9,13,3,2,9,5,4,2
HiC_scaffold_8,132,9,13,3,2,9,5,4,2
HiC_scaffold_8,133,9,13,3,2,9,5,4,2
HiC_scaffold_8,134,10,13,3,2,10,5,4,2
HiC_scaffold_8,135,11,13,3,2,10,5,4,2
HiC_scaffold_8,136,11,15,3,2,10,5,4,2
HiC_scaffold_8,137,11,15,3,2,11,5,4,2
HiC_scaffold_8,138,11,15,3,2,11,5,4,2
HiC_scaffold_8,139,11,16,3,2,11,5,4,2
HiC_scaffold_8,140,11,16,3,2,11,5,4,2
HiC_scaffold_8,141,11,16,3,2,12,5,4,2
HiC_scaffold_8,142,11,16,3,2,12,5,4,2
HiC_scaffold_8,143,11,16,3,2,13,5,4,2
HiC_scaffold_8,144,11,16,3,4,13,5,4,2
HiC_scaffold_8,145,11,16,3,4,15,5,4,2
HiC_scaffold_8,146,11,16,3,4,15,5,4,2
HiC_scaffold_8,147,11,16,3,4,15,6,4,2
HiC_scaffold_8,148,11,16,3,4,15,7,4,2
HiC_scaffold_8,149,11,16,3,4,16,7,4,2
HiC_scaffold_8,150,11,17,3,4,16,7,4,2
HiC_scaffold_8,151,11,17,3,4,16,7,4,2
HiC_scaffold_8,152,11,17,3,4,16,7,4,2
HiC_scaffold_8,153,10,17,3,4,16,7,4,3
HiC_scaffold_8,154,10,17,3,4,16,7,4,3
HiC_scaffold_8,155,10,19,3,4,16,7,5,3
HiC_scaffold_8,156,15,31,3,5,25,12,5,5
HiC_scaffold_8,157,16,31,3,5,26,12,5,5
HiC_scaffold_8,158,17,31,3,5,26,13,5,5
HiC_scaffold_8,159,17,31,3,7,26,14,5,5
HiC_scaffold_8,160,18,31,3,8,26,14,5,5
HiC_scaffold_8,161,18,31,3,8,26,14,5,5
HiC_scaffold_8,162,19,31,3,8,26,14,5,5
HiC_scaffold_8,163,19,31,3,8,26,14,5,5
HiC_scaffold_8,164,19,32,3,8,26,14,5,5
HiC_scaffold_8,165,19,32,3,8,26,14,5,5
HiC_scaffold_8,166,19,32,3,8,27,15,5,5
HiC_scaffold_8,167,19,32,3,9,27,15,5,5
